                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    319,                0.66578,                0.42545,                0.79319,                0.80342,                0.72319,                0.79454,                0.60266,                 0.7402,                  0.641,                0.80403,              0.0010334,              0.0010334,              0.0010334
                    320,                0.67876,                 0.4233,                0.79269,                0.80368,                0.72305,                0.79453,                0.60225,                0.74026,                0.64087,                0.80401,              0.0010051,              0.0010051,              0.0010051
                    321,                0.67892,                0.42572,                0.79748,                0.80314,                0.72327,                0.79474,                 0.6022,                0.74015,                0.64098,                0.80406,             0.00097686,             0.00097686,             0.00097686
                    322,                0.66837,                0.41917,                0.79577,                0.80276,                 0.7242,                0.79447,                0.60169,                0.74086,                0.64166,                0.80404,             0.00094857,             0.00094857,             0.00094857
                    323,                  0.668,                0.42195,                0.79308,                0.80322,                0.72399,                0.79421,                0.60223,                0.74039,                 0.6421,                0.80404,             0.00092029,             0.00092029,             0.00092029
                    324,                0.66849,                0.42075,                0.79593,                0.80446,                0.72442,                0.79451,                0.60174,                0.74068,                0.64244,                0.80406,               0.000892,               0.000892,               0.000892
                    325,                0.66318,                0.41659,                0.79178,                0.80428,                0.72506,                0.79523,                0.60219,                0.74094,                0.64215,                0.80406,             0.00086371,             0.00086371,             0.00086371
                    326,                 0.6687,                0.41714,                0.79391,                0.80368,                0.72534,                 0.7944,                0.60277,                0.74074,                  0.643,                0.80402,             0.00083543,             0.00083543,             0.00083543
                    327,                0.65862,                0.42179,                0.79151,                0.80274,                0.72629,                0.79474,                0.60193,                0.74164,                0.64341,                0.80409,             0.00080714,             0.00080714,             0.00080714
                    328,                0.67373,                0.42393,                0.79344,                0.80322,                0.72694,                0.79488,                0.60216,                0.74153,                0.64349,                0.80408,             0.00077886,             0.00077886,             0.00077886
                    329,                 0.6628,                0.41769,                0.78919,                0.80565,                0.72574,                 0.7955,                 0.6022,                0.74183,                0.64445,                0.80407,             0.00075057,             0.00075057,             0.00075057
                    330,                0.67386,                0.41857,                0.79068,                0.80381,                0.72765,                0.79561,                0.60217,                0.74188,                0.64437,                  0.804,             0.00072229,             0.00072229,             0.00072229
                    331,                0.67633,                0.42741,                0.79258,                0.80611,                0.72577,                0.79505,                0.60223,                  0.742,                0.64494,                0.80405,               0.000694,               0.000694,               0.000694
                    332,                0.66076,                0.41347,                0.79448,                0.80765,                0.72405,                0.79505,                0.60189,                0.74272,                0.64475,                0.80395,             0.00066571,             0.00066571,             0.00066571
                    333,                0.65606,                0.40768,                0.79391,                0.80682,                0.72467,                0.79518,                0.60243,                0.74249,                0.64531,                0.80401,             0.00063743,             0.00063743,             0.00063743
                    334,                0.66105,                0.41117,                0.79359,                0.80574,                0.72494,                0.79549,                0.60228,                0.74236,                0.64522,                0.80394,             0.00060914,             0.00060914,             0.00060914
                    335,                0.66161,                0.40656,                0.79247,                0.80692,                0.72333,                0.79558,                0.60227,                 0.7428,                0.64536,                0.80391,             0.00058086,             0.00058086,             0.00058086
                    336,                0.66162,                0.41291,                0.79167,                0.80769,                0.72275,                0.79519,                0.60192,                0.74273,                0.64554,                0.80397,             0.00055257,             0.00055257,             0.00055257
                    337,                 0.6623,                0.41385,                0.79468,                0.80551,                0.72485,                0.79534,                0.60215,                0.74307,                0.64559,                 0.8039,             0.00052429,             0.00052429,             0.00052429
                    338,                0.65654,                0.40397,                0.79062,                0.80578,                 0.7244,                0.79525,                0.60215,                0.74319,                0.64615,                0.80393,               0.000496,               0.000496,               0.000496
                    339,                0.65422,                0.40066,                0.79135,                0.80789,                0.72085,                0.79567,                0.60188,                0.74353,                0.64599,                0.80387,             0.00046771,             0.00046771,             0.00046771
                    340,                0.65856,                0.41096,                0.79232,                 0.8125,                0.71863,                0.79584,                0.60231,                0.74357,                0.64654,                0.80384,             0.00043943,             0.00043943,             0.00043943
                    341,                0.62294,                0.36109,                0.79009,                 0.8096,                0.72101,                0.79544,                0.60213,                0.74392,                0.64758,                0.80385,             0.00041114,             0.00041114,             0.00041114
                    342,                0.61287,                0.35223,                0.78733,                0.81245,                0.71926,                0.79553,                0.60209,                0.74381,                0.64766,                0.80384,             0.00038286,             0.00038286,             0.00038286
                    343,                0.60889,                0.34917,                0.78792,                0.81312,                0.71983,                0.79606,                0.60266,                0.74452,                0.64884,                0.80386,             0.00035457,             0.00035457,             0.00035457
                    344,                0.61386,                0.35055,                0.78682,                0.81284,                0.71997,                0.79606,                 0.6028,                0.74475,                0.64915,                0.80393,             0.00032629,             0.00032629,             0.00032629
                    345,                0.61676,                0.35114,                0.78825,                0.81072,                0.72035,                0.79546,                0.60229,                0.74509,                 0.6503,                0.80387,               0.000298,               0.000298,               0.000298
                    346,                0.60981,                 0.3482,                0.78916,                 0.8131,                0.71866,                0.79526,                0.60183,                0.74493,                0.65029,                0.80391,             0.00026971,             0.00026971,             0.00026971
                    347,                0.61216,                0.34845,                0.78789,                0.81286,                 0.7175,                0.79532,                0.60193,                0.74543,                0.65016,                0.80398,             0.00024143,             0.00024143,             0.00024143
                    348,                0.60794,                0.34306,                0.78876,                0.81194,                0.71789,                0.79477,                0.60146,                0.74563,                0.65089,                0.80386,             0.00021314,             0.00021314,             0.00021314
                    349,                 0.6067,                0.34702,                0.78843,                0.81191,                0.71781,                0.79496,                0.60119,                0.74585,                0.65094,                0.80386,             0.00018486,             0.00018486,             0.00018486
                    350,                0.60288,                0.34464,                0.78737,                0.81227,                0.71704,                0.79493,                0.60162,                0.74559,                0.65161,                0.80388,             0.00015657,             0.00015657,             0.00015657
